# candidate rows proposed by gate-p5; landing them is a reviewed commit act (#6)
AMD RYZEN AI MAX+ 395 w/ Radeon 8060S	share/Sgemm	pinned8	42.6	SINGLE DRAW from gate-p5 at fe172b3 -- NOT landable as-is (§5 rule 16): re-reduce as a median over N archived runs before committing	build/bench-gate-p5-fe172b3-antares.local-20260904T192933Z-1.txt	2026-09-04	admitted after CEIL_FRACTION's derivation set, so the fleet bar's reference artifact predates this host
AMD RYZEN AI MAX+ 395 w/ Radeon 8060S	share/Ssymm	pinned8	38.4	SINGLE DRAW from gate-p5 at fe172b3 -- NOT landable as-is (§5 rule 16): re-reduce as a median over N archived runs before committing	build/bench-gate-p5-fe172b3-antares.local-20260904T192933Z-1.txt	2026-09-04	admitted after CEIL_FRACTION's derivation set, so the fleet bar's reference artifact predates this host
AMD RYZEN AI MAX+ 395 w/ Radeon 8060S	scale/Strsm	pinned8	5.995	SINGLE DRAW from gate-p5 at fe172b3 -- NOT landable as-is (§5 rule 16): re-reduce as a median over N archived runs before committing	build/bench-gate-p5-fe172b3-antares.local-20260904T192933Z-1.txt	2026-09-04	admitted after STRSM_FLOOR's derivation set, so the fleet bar's reference artifact predates this host
